Name	StrHausNr	PLZ	Ort	Bettenanzahl
Krankenhaus Doebeln	Soermitzer Strasse 10	4720	Döbeln	132
St Josefs-Hospital	Solmstr 15	65183	Wiesbaden	479
Kreiskrankenhaus	Sonnaldenstr 2	78166	Donaueschingen	310
Stadt- und Kreiskrankenhaus	Sonnenburger Weg 11	16269	Wrietzen	196
Klinik Sonnenwende	Sonnenwendstrasse 86	67098	Bad Dürkheim	66
Max-Bürger-Krankenhaus	Sophie-Charlotten-Str 115	14059	Berlin	614
Deutsches Rotes Kreuz	Sophie-Henschel-Weg 2	34260	Kaufungen	100
Kreiskrankenhaus	Sophienstraße 1	26441	Jever	87
Anstalt für Chronischkranke	Spandauer-Strasse 22-25	13591	Berlin	126
DRK-Kliniken Westend	Spandauer Damm 130	14050	Berlin	315
Ev. Krankenhaus Hubertus	Spanische Allee 10-14	14129	Berlin	307
Marienhospital	Spellerstrasse 16	59302	Oelde	235
Diakonissenkrankenhaus	Speyerer Str 93-95	68199	Mannheim	300
Krankenhaus Speyererhof	Speyererhofweg 1	69115	Heidelberg	141
Kreiskrankenhaus Hessen-	Spielmannstr 12	35781	Weilburg	232
Kurheim Spielwigge Fach-	Spielwigge 65	58515	Lüdenscheid	45
Stiftungskrankenhaus	Spitalgasse 1	67346	Speyer	110
Staedt.Krankenhaus	Spitalplatz 8	78199	Bräunlingen	34
Kreiskrankenhaus Zell A h	Spitalstr 11	77736	Zell	65
Kreiskrankenhaus Hoechstadt	Spitalstr 5	91315	Höchstadt	98
St Josef-Krankenhaus	Spitalstr.11	88677	Markdorf	60
Kreiskrankenhaus	Spitalstr.29	89584	Ehingen	198
Kreiskrankenhaus	Spitalstrasse 10	76855	Annweiler	80
Kreiskrankenhaus Lörrach	Spitalstraße 25	79539	Lörrach	402
Staedt Krankenhaus	Spitalstrasse 4	91301	Forchheim	293
Landratsamt Rhoen/Grabfeld	Spoerleinstr	97616	Bad Neustadt	116
Landratsamt Rhoen/Grabfeld	Spoerleinstr	97616	Bad Neustadt	166
Landratsamt Rhoen/Grabfeld	Spoerleinstr	97616	Bad Neustadt	120
St.- Johannes Hospital	Springufer 7	59755	Arnsberg	255
Kreiskrankenhaus Hettstedt	St-Jacobi-Strasse 6	6333	Hettstedt	336
Kreiskrankenhaus	St-Peter-Strasse 31	95643	Tirschenreuth	208
Nervenklinik Bamberg	St Getreustr 14-18	96047	Bamberg	359
St Vincenz-Hospital	St Vinzenz-Str 1-21	33378	Rheda-Wiedenbrück	204
St.-Antonius-Stift	St.-Antonius-Straße	49685	Emstek	102
Zentralkrankenhaus	St.-Jürgen-Straße	28195	Bremen	1432
Rotes-Kreuz-Krankenhaus	St.-Pauli-Deich 24	28195	Bremen	365
Krankenhaus Martha-Maria	Stadenstr 60	90491	Nürnberg	370
Krankenhaus Mariahilf	Stader Straße 203 C	21075	Hamburg	298
Kreiskrankenhaus	Stadtbleiche 1	87629	Füssen	238
Martin-Luther-Krankenhaus	Stadtgarten 8	17207	Röbel	106
Ev Waldkrankenhaus Spandau	Stadtrandstr. 555-561	13589	Berlin	729
GHS-Krankenhaus für	Stargardtstr 12-14	13407	Berlin	96
Städtische Kliniken	Starkenburgring 66	63069	Offenbach	1059
St.-Josef-Krankenhaus	Stationsweg 7	37327	Leinefelde	42
Klinik Dr Becker	Staufener Strasse 18	79189	Bad Krozingen	54
Gemeindekrankenhaus	Staufenstr 10	83334	Inzell	23
Lubinus-Klinik	Steenbeker Weg 25	24106	Kiel	182
Kaiserin-Auguste-	Stegwiese 27	35630	Ehringshausen	100
Krankenhaus Nordwest	Steinbacher Hohl 2-26	60488	Frankfurt	605
Guttempler-Sozialwerk E V	Steinbacher Hohl 31	60488	Frankfurt	41
Kreiskrankenhaus	Steinbecker Straße 44	21244	Buchholz	385
St Barbara-Krankenhaus	Steinberger Str 24	92421	Schwandorf	286
Paracelsus-Klinik	Steinburgstraße  17	25348	Glückstadt	90
Kreiskrankenhaus Reutlingen	Steinenbergstrasse 31	72764	Reutlingen	715
Kreiskrankenhaus	Steinerweg 5	81241	München	451
Kreiskrankenhaus	Steinerweg 5	81241	München	180
Bethlehem-Krankenhaus	Steinfeldstr 5	52222	Stolberg	405
Privat-Nervenklinik	Steingasse 11	89073	Ulm	26
Universitaet Ulm	Steinhoevelstr.9	89075	Ulm	1026
Klinik St Hedwig	Steinmetz-Strasse 1-3	93049	Regensburg	240
Kreis-und Stadtkrankenhaus	Steinstrasse 18-20	37213	Witzenhausen	201
Evang. Krankenhaus Oldenburg	Steinweg 13-17	26122	Oldenburg	407
St Marien-Krankenhaus	Stendaler Strasse 24-26	1109	Dresden	70
Waldhaus-Klinik	Steppacher Str 47	86391	Stadtbergen	42
Psychosoziale Klinik	Sternenstr 1	53881	Euskirchen	40
Kreiskrankenhaus	Stettenstrasse 32	74653	Künzelsau	180
Kreiskrankenhaus Prenzlau	Stettiner Straße 135	17291	Prenzlau	330
Krankenhaus Hetzelstift	Stiftstr 10	67434	Neustadt	400
Kreiskrankenhaus	Stiftsweg 18	53894	Mechernich	449
Krankenhaus d Vereinigt	Stoffelsberg 4	86720	Nördlingen	169
Karolinen-Hospital	Stolte Ley 5	59759	Arnsberg	279
St.-Josefs-Krankenhaus	Strasse der Demokratie 20	37339	Breitenworbis	51
Erzgebirgskrankenhaus	Strasse der Freundschaft 11	9456	Annaberg-Buchholz	419
Krankenhaus Ronneburg	Straße der Opfer des Faschismus 15	7576	Ronneburg	100
Klinikum Der Stadt Gera	Strasse des Friedens 122	7548	Gera	1486
Kreiskrankenhaus	Strasse des Friedens 21	18225	Kühlungsborn	200
Fachklinik für	Straße nach Fichtenwalde 16	14547	Beelitz	234
Vital-Klinik Gmbh	Streuweg 100	63755	Alzenau	42
Rangau-Fachklinik	Strueth 24	91522	Ansbach	110
Stadt Und Kreiskrankenhaus	Struether Berg 7	91522	Ansbach	486
Albert-Schweitzer-Kranken-	Sturmbäume 8-10	37154	Northeim	410
Kreiskrankenhaus Urach	Stuttgarter Strasse 100	72574	Bad Urach	190
St.-Vincenz-Hospital	Südring 41	48653	Coesfeld	360
Klinikum Südstadt	Südring 81	18059	Rostock	461
Niedersächsisches Landes-	Südstraße 25	31515	Wunstorf	518
Benedikt Kreutz	Suedring 15	79189	Bad Krozingen	264
Ev Krankenhaus Ggmbh	Suedstrasse 12	42489	Wülfrath	137
Kreiskrankenhaus Bassum	Sulinger Straße 20	27211	Bassum	165
Privatklinik Herrsching	Summerstr 3	82211	Herrsching	112
St.-Barbara-Klinik Heessen	Sundern 19	59073	Hamm	483
Albertinen-Krankenhaus	SüntelstraßE 11 A	22457	Hamburg	452
St Valentinus-Haus	Suttonstr.24	65399	Kiedrich	262
Deutsches Rotes Kreuz- und	Suurheid 20	22559	Hamburg	398
Klinik am Reinhardsberg	Tabarzer Straße 2	99894	Friedrichroda	289
Tagesklinik Netphen Der	Talstr 28	57250	Netphen	0
Privatklinik Dr.Geiges	Talstr.62	79102	Freiburg	20
Allgemeines Krankenhaus	Tangstedter Landstraße 400	22415	Hamburg	641
Neurolog Klinik	Tannenwaldallee 50	61348	Bad Homburg	112
Sportklinik Stuttgart	Taubenheimstr 8	70372	Stuttgart	100
Krankenhaus Gmbh	Tecklenburger Str 34 A	48565	Steinfurt	140
St Joseph-Krankenhaus	Teichstrasse 66	6844	Dessau	105
Kreiskrankenhaus	Teisbacher Strasse 1	84130	Dingolfing	190
Ev. Krankenhaus Schönow	Teltower Damm 189-203	14167	Berlin	379
Hermann-Josef-Krankenhaus	Tenholterstr.43	41812	Erkelenz	343
Kreiskrankenhaus	Tennstedt 1	6526	Sangerhausen	485
Kreiskrankenhaus	Teunzerstr 15	92526	Oberviechtach	110
Staedt Krankenanstalten	Teutoburger Strasse 50	33604	Bielefeld	678
Lungenklinik Hemer	Theo-Funccius-Strasse 1	58675	Hemer	240
Clementine Kinderhospital	Theobald Christ Str 16	60316	Frankfurt	55
Ev.Elisabeth-Krankenhaus	Theobaldstrasse 12	54292	Trier	202
Tagesklinik Siegburg	Theodor-Heuss-Strasse 6	53721	Siegburg	0
Diabetes-Klinik	Theodor-Klotzbuecher Str 12	97980	Bad Mergentheim	65
Klinikum	Theodor-Stern-Kai 7	60596	Frankfurt	1467
Klinikum Der Stadt Mannheim	Theodor Kutzer Ufer	68167	Mannheim	1673
Carl-Thiem-Klinikum Cottbus	Thiemstrasse 111	3048	Cottbus	1392
Herzzentrum Cottbus	Thiemstraße 111	3048	Cottbus	21
Kreiskrankenhaus	Thiestrasse 7-10	38889	Blankenburg	300
Fliedner-Krankenhaus	Thunesweg 58	40885	Ratingen	235
St.-Hildegard-Krankenhaus	Thüringer Allee 12	14052	Berlin	161
Stift Tilbeck	Tilbeck 2	48329	Havixbeck	140
Fachklin. Kiel-Elmschenhagen	Tiroler Ring 621-623	24147	Kiel	54
St Irmgardis-Krankenhaus	Toenisvorster Str 26	41749	Viersen	150
Staedt.Krankenhaus	Torstr.1	72275	Alpirsbach	22
Kreiskrankenhaus Merzig	Torstrasse 28	66663	Merzig	277
Kreiskrankenhaus	Traubenweg	93309	Kelheim	80
Kreiskrankenhaus	Traubenweg 3	93309	Kelheim	300
Kreiskrankenhaus	Trebrastrasse 11	9496	Marienberg	201
St.-Bernward-Krankenhaus	Treibestraße 9	31134	Hildesheim	678
Krankenhaus Oberstdorf	Trettachstr 16	87561	Oberstdorf	130
Landeskrankenhaus Merzig	Trierer Allee 148	66663	Merzig	335
Elisabeth-Stiftung Des Drk	Trierer Str 18-20	55765	Birkenfeld	123
Sophienhaus Weimar	Trierer Str. 2	99423	Weimar	300
Klinik für Kinder- und	Triftstraße 139-143	23554	Lübeck	32
Neurolog Krankenhaus	Tristanstr 20	80804	München	108
Kreiskrankenhaus Balingen	Tuebinger Str 30	72336	Balingen	227
Lva Rheinprovinz	Tueschener Weg 40	45239	Essen	272
Haus Hall	Tungerloh-Capellen 4	48712	Gescher	120
Buergerhospital	Tunzhofer-Str 14-16	70191	Stuttgart	10
Buergerhospital	Tunzhofer-Str 14-16	70191	Stuttgart	806
Krankenhaus Moabit	Turmstr 21	10559	Berlin	804
Staedt Krankenhaus	Turnerstr 23	55218	Ingelheim	96
St Benno Krankenhaus	Tzschirner Strasse 12	2625	Bautzen	75
St.-Josefs-Hospital	Uferstraße 7	57368	Lennestadt	233
Staedt Krankenhaus	Uhlandstr 2	78727	Oberndorf	129
Bezirksklinik	Uhlandstr 4	80336	München	26
Caritaskrankenhaus	Uhlandstrasse 7	97980	Bad Mergentheim	646
Schüchtermann-Klinik	Ulmenallee 1	49214	Bad Rothenfelde	52
Kreiskrankenhaus	Ulmer Str 26	89143	Blaubeuren	121
Bezirkskrankenhaus	Universitaetsstrasse 84	93053	Regensburg	791
Mariannenhospital	Unnaer Str.15	59457	Werl	171
DRK-Krankenhaus Rabenstein	Unritzstraße 21	9117	Chemnitz	215
Diakonie-Krankenhaus	Unter den Birken 1	38875	Elbingerode	72
Kreiskrankenhaus Muensingen	Unter der Bleiche 18	72525	Münsingen	148
Zentralkrankenhaus Gauting	Unterbrunnerstrasse 85	82131	Gauting	595
St Vincentius-Krankenhaus	Untere Laube 2	78462	Konstanz	100
St Vincentius-Krankenhaus	Untere Neckar Str 1-5	69117	Heidelberg	84
Bruederkrankenhaus	Unterer Atzemer 7	60316	Frankfurt	106
St Joseph-Krankenhaus	Unterhof 153	37308	Ershausen	19
Kreiskrankenhaus Freiberg	Unterhofstrasse 2	9599	Freiberg	520
Krankenhaus Porz Am Rhein	Urbacher Weg 19	51149	Köln	502
Krankenhaus Benrath	Urdenbacher Allee 83	40593	Düsseldorf	360
Kliniken	Urseler Strasse 33	61348	Bad Homburg	451
Krankenhaus Saarlouis	Vaubanstr 25	66740	Saarlouis	276
Kreiskrankenhaus	Verlaengerte Bahnhofstr 6	6679	Hohenmölsen	217
Staedtisches Krankenhaus	Verw Stadtkaemmerei Rathaus	89073	Ulm	52
Kreiskrankenhaus	Viernheimer Str 2	64646	Heppenheim	373
Kreiskrankenhaus	Vinzentiusstrasse 56	83395	Freilassing	141
Vinzenz-Pallotti-Hospital	Vinzenz-Pallotti-Straße 20-24	51429	Bergisch Gladbach	259
Kreiskrankenhaus	Vinzenz-von-Paul-Str 10	84503	Altötting	404
St Vincenz-Hospital	Vinzenzstr 6	46414	Rhede	130
Kreiskrankenhaus Bretten	Virchow Str 15	75015	Bretten	296
Staedt Krankenhaus	Virchowstr 10	78224	Singen	415
Marienhospital	Virchowstr 135	45886	Gelsenkirchen	594
Evangelisches Krankenhaus	Virchowstr 20	46047	Oberhausen	608
Klinik Rotes Kreuz	Virchowstr 7 A	66119	Saarbrücken	120
Rheinische Landes- und	Virchowstraße 174	45147	Essen	220
Kreiskrankenhaus	Virchowstrasse 18	8371	Glauchau	404
Evang Krankenhaus Gmbh	Virchowstrasse 4	44263	Dortmund	237
Kreiskrankenhaus Rinteln	Virchowstraße 5	31737	Rinteln	285
Kreiskrankenhaus Luebbecke	Virchowstrasse 65	32312	Lübbecke	505
Krankenhaus des Land-	Virchowstraße 8 h	31226	Peine	510
Krankenhaus Johanneum	Visbecker Straße 5	27793	Wildeshausen	162
Bezirkskrankenhaus Haar	Vockestr 72	85540	Haar	2205
Martin Luther Krankenhaus	Voedestr 79	44866	Bochum	263
Evang Krankenhaus Gmbh	Volksgartenstrasse 40	44388	Dortmund	298
Franz-Hospital	Vollenstraße 10	48249	Dülmen	226
Fachkrankenhaus Moorpension	Von-Bodelschwingh-Straße 19	27259	Freistatt	52
Marienhospital	von-Droste-Str.14	59597	Erwitte	200
Neurologische Klinik Gmbh	Von-Guttenberg-Strasse 10	97616	Bad Neustadt	49
Robert-Koch-Krankenhaus	Von-Reden-Straße 1	30989	Gehrden	400
St Vincenz-Krankenhaus	Von Bergmann Str 2	45141	Essen	234
Hospital Zum Hl Geist	Von Broichhausen Allee 1	47906	Kempen	251
Malteser-Krankenhaus	Von Hompesch Str 1	53123	Bonn	425
Kreiskrankenanstalten	Von Werth Str 5	41515	Grevenbroich	342
Johanniter-Krankenhaus	Vor dem Mühlentor 3	19258	Boizenburg	115
Ruprecht-Karls-Universitaet	Voss-Str 2	69115	Heidelberg	1874
Wilhelm-Anton-Krankenhaus	Vossheider Strasse 214	47574	Goch	255
Krankenhaus Mariahilf	Vredener Strasse 58	48703	Stadtlohn	158
Landesnervenklinik	Vulkanstrasse 58	56626	Andernach	444
Vulpius-Klinik	Vulpiusstr 29	74906	Bad Rappenau	135
Kreiskrankenhaus	W-V-Siemens-Strasse 7	95478	Kemnath	159
Epilepsiezentrum	Wachauer Strasse 30	1465	Liegau-Augustusbad	30
St Rochus-Stift	Wachbacher Str 60	97980	Bad Mergentheim	102
Marienstift Arnstadt	Wachsenburgallee 12	99310	Arnstadt	125
Diakoniewerk Bethel	Wagner Strasse 5	78647	Trossingen	56
Hainberg-Klinik	Wagnerstraße 3	37085	Göttingen	30
St Josefs-Krankenhaus	Walderstr 34-38	40724	Hilden	255
Sächsisches Krankenhaus für	Waldhofstraße	8209	Bad Reiboldsgrün	68
Klinik Fuer Geburtshilfe	Waldhornstr 27	68199	Mannheim	10
Kreiskrankenhaus	Waldschmidtweg 40	94227	Zwiesel	196
Lippische Nervenklinik	Waldstr 2	32105	Bad Salzuflen	125
Privatklinik	Waldstr.7	82166	Gräfelfing	291
Ev.-Freikirchliches Krankenh	Waldstrasse	15562	Rüdersdorf	442
Chirurgisch-Orthopädische	Waldstraße 13	64653	Lorsch	107
St.-Franziskus-Hospital	Waldstraße 17	24939	Flensburg	337
Kreiskrankenhaus Uelzen	Waldstraße 2	29525	Uelzen	375
Evang. Krankenhaus Bad Godes	Waldstraße 73	53177	Bonn	352
Kreiskrankenhaus Aurich	Wallinghausener Straße 8	26603	Aurich	370
Dr V Ehrenwallsche Klinik	Walporzheimer Str 2	53474	Bad Neuenahr-Ahrweiler	120
Landeshauptstadt Hannover	Walsroder Straße 121	30851	Langenhagen	155
Krankenhaus Zehlendorf	Walterhöferstraße 11	14165	Berlin	831
Kinderklinik Am Moenchberg	Waltherstr 20	97074	Würzburg	80
Katholisches Krankenhaus	Wanheimer Str 167 A	47053	Duisburg	320
St Elisabeth Krankenhaus	Warburger Str 6	34471	Volkmarsen	102
Kreiskrankenhaus	Warthstrasse 5	99444	Blankenhain	228
Städtisches Krankenhaus	Wasserkrügerweg 7	23879	Mölln	113
Kreiskrankenhaus Siegen	Weidenauer Straße 76	57076	Siegen	570
Staedt.Krankenhaus	Weidenhartstr 35	86830	Schwabmünchen	200
Fachkrankenhs Weihersmuehle	Weihersmuehle 1-3	90613	Großhabersdorf	48
Kreiskrankenhaus Hechingen	Weilheimer Str 31	72379	Hechingen	183
Landeswohlfahrtsverband	Weilstr.10	35789	Weilmünster	680
Sana-Klinik Nuernberg Gmbh	Weiltinger Strasse 11	90449	Nürnberg	104
Städtisches Krankenhaus	Weinberg 1	31134	Hildesheim	678
Elisabeth-Krankenhaus	Weinbergstr.7	34117	Kassel	214
Evangelisches Krankenhaus	Weinbergstrasse 18-19	14469	Potsdam	88
Kreiskrankenhaus Waren	Weinbergstrasse 19	17192	Waren	362
Kreiskrankenhaus Riesa	Weinbergstrasse 8	1589	Riesa	531
Kreiskrankenhaus	Weinbergweg 34	91154	Roth	38
Kreiskrankenhaus Roth	Weinbergweg 40	91154	Roth	270
Kreiskrankenhaus	Weinbrunnenstrasse 15	1558	Großenhain	226
St Josef-Krankenhaus	Weingartenstr 70	77654	Offenburg	220
psych.Landeskrankenhaus	Weingartshofener Str 2	88212	Ravensburg	408
Bezirksverband Pfalz	Weinstr 100	76889	Klingenmünster	790
Kreiskrankenhaus	Weisse Mauer 52	6217	Merseburg	540
Kreis- Und Stadtkrankenhaus	Weissenbacher Strasse 62	95100	Selb	189
Psychiatr.Landeskrankenhaus	Weissenhof	74189	Weinsberg	618
Margaritenhospital	Weissensteiner Str 33	73525	Schwäbisch Gmünd	130
Deutsches Rotes Kreuz	Wellersbergstr 60	57072	Siegen	180
Wenckebach-Krankenhaus	Wenckebachstr 23	12099	Berlin	539
Kreiskrankenhs Brackenheim	Wendelstr 11	74336	Brackenheim	185
Johanniter-Krankenhaus	Wendstrasse 31	39576	Stendal	363
Paracelsusklinik Zwickau	Werdauer Straße 68	8060	Zwickau	241
St Marienkrankenhaus Gmbh	Werdener Strasse 3	40882	Ratingen	210
Evangelisches Krankenhaus	Werler Str 110-130	59063	Hamm	508
Marienkrankenhaus Ev	Werler Str 52	58739	Wickede	204
Staedt Krankenhaus Versmold	Wersestrasse 12	33775	Versmold	103
Staedtisches Krankenhaus	Wertachstrasse 55	86399	Bobingen	172
Stiftung Ev Krankenhaus Und	Wertgasse 30	45468	Mülheim	643
Krankenhausverband	Wertheimer Strasse 95	74736	Hardheim	80
St Elisabeth-Krankenhaus	Werthmannstr 1	50935	Köln	528
Staedt Kinderklinik	Westerholterstr 142	45894	Gelsenkirchen	140
St.-Josef-Stift	Westerstraße 100	27749	Delmenhorst	200
Herz-Jesu-Krankenhaus	Westfalenstrasse 109	48165	Münster	442
Kasse Der Universitaets-	Westring 5	48143	Münster	1614
Kreiskrankenhaus	Westring 55	67269	Grünstadt	212
St Josef-Stift	Westtor 7	48324	Sendenhorst	326
Stadtkrankenhaus	Wettelsheimer Str 9	91757	Treuchtlingen	85
Stauferklinik	Wetzgauer Strasse 85	73557	Mutlangen	448
Ev Krankenhaus Koeln	Weyertal 76	50937	Köln	456
Ev.Krankenhaus	Wichernstr.8	48147	Münster	205
Evang Jung-Stilling-	Wichernstrasse 40	57074	Siegen	458
Kreiskrankenhaus Greiz	Wichmannstrasse 12	7973	Greiz	543
Marienkrankenhaus	Widumgasse 5	59494	Soest	266
Bundesknappschaft	Wieckesweg 27	44309	Dortmund	531
Ev.Krankenhaus	Wiedenbrücker Str 33	59555	Lippstadt	380
Krankenhausbetriebsgesell-	Wielandstr 23	32545	Bad Oeynhausen	428
Zweckverband	Wielandstr 28	32545	Bad Oeynhausen	386
Niedersächsisches Landes-	Wienebütteler Weg 1	21335	Lüneburg	547
St.-Joseph-Hospital e.V.	Wiener Straße 1	27568	Bremerhaven	348
Evang Krankenhaus	Wiescherstr 24	44623	Herne	384
Klinik Dr. Muschinsky	Wiesenbek 7-10	37431	Bad Lauterberg	55
Kinderzentrum Pelzerhaken	Wiesenstraße 30	23730	Neustadt	28
Burgfeld-Krankenhaus	Wigandstr 6-8	34131	Kassel	165
Städtische Kliniken	Wildeshauser Straße 92	27753	Delmenhorst	360
Krankenhaus Siloah	Wilferdinger Str 67	75179	Pforzheim	315
Kreiskrankenhaus	Wilhelm-Breckow-Allee 20	51643	Gummersbach	582
St Markus-Krankenhaus	Wilhelm-Epstein-Str 2	60431	Frankfurt	505
Rheinische Landesklinik	Wilhelm-Griesinger-Str 23	51109	Köln	483
Kreiskrankenhaus Eilenburg	Wilhelm-Grune-Strasse 5	4838	Eilenburg	207
St Josefs-Hospital	Wilhelm-Schmidt-Str 4	44263	Dortmund	360
Kreiskrankenhaus - Hessen-	Wilhelm-Seip-Str 1	64521	Groß-Gerau	276
St Johannes-Krankenhaus	Wilhelm Busch Str 9	53844	Troisdorf	207
Orthopaedische Klinik	Wilhelmshoeher Allee 345	34117	Kassel	210
Hegar Klinik	Wilhelmstr.10	79098	Freiburg	23
Privat-Klinik Dr. Hasse	Wilhelmstraße 10	25524	Itzehoe	3
Krankenhaus	Wilhelmstrasse 14	35392	Gießen	71
St.-Bonifatius-Hospital	Wilhelmstraße 15	49808	Lingen	416
St Josef-Hospital	Wilhelmstrasse 34	46145	Oberhausen	393
Krankenhaus des Kreises	Wilhelmstraße 5	31785	Hameln	600
Psychosom. Klinik Wilkenberg	Wilkenberg 12	58540	Meinerzhagen	54
St.-Willibrord-Spital	Willibrordstr 9	46446	Emmerich	374
Paracelsus-Klinik	Wilstedter Straße 34	24558	Henstedt-Ulzburg	219
UKRV, Franz-Volhard-Klinik	Wiltbergstrasse 50	13125	Berlin	78
Klinikum Buch	Wiltbergstrasse 50	13125	Berlin	1684
Privatklinik	Windebyer Weg 39	24340	Eckernförde	30
St.-Vincenz-Krankenhaus	Windische Gasse 112	37308	Heiligenstadt	310
Robert-Koch-Krankenhaus	Windmählenstraße 1	38678	Clausthal-Zellerfeld	103
Winghofer-Klinik	Winghofer Strasse 42	72108	Rottenburg	15
Krankenhaus Halle	Winnebrockstrasse 1	33790	Halle	193
Kreiskrankenhaus	Winnender Str 41	71334	Waiblingen	383
Krankenhaus St Joseph-Stift	Wintergartenstrasse 15-17	1307	Dresden	234
Evang Diakoniekrankenhaus	Wirthstrasse 11	79110	Freiburg	195
Nervenklinik Schwerin	Wismarsche Straße 393-395	19053	Schwerin	446
Klinikum Schwerin	Wismarsche Straße 397	19053	Schwerin	1334
Westf Heilerzieh-U Heil-U	Wittekindshof 83	32549	Bad Oeynhausen	629
Kreiskrankenhaus	Wittelsbacher Str 8	93155	Hemau	90
Sued-Klinik Gmbh & Co	Wittelsbacher Strasse 1	94315	Straubing	55
Klinik für Lungenkrankheiten	Wittgensdorfer Straße 159	9114	Chemnitz	101
Gemeindekrankenhaus	Witzenberger Weg 4	87764	Legau	33
St-Josef-Krankenhaus	Wohlandstr 18	51766	Engelskirchen	251
Krankenhaus Großhansdorf	Wöhrendamm 80	22927	Großhansdorf	107
Augenklinik Dr. Hoffmann	Wolfenbütteler Straße 82	38102	Braunschweig	48
Krankenhaus Martha-Maria	Wolfratshauser Strasse 109	81379	München	150
Krankenhaus St Trudpert	Wolfsbergallee 50	75177	Pforzheim	180
Stiftsklinik Augustinum	Wolkenweg 16	80331	München	182
Kreiskrankenhaus Demmin	Wollweberstrasse 21	17109	Demmin	270
St Josef-Krankenhaus	Woogtalstrasse 7	61462	Königstein	56
St Marien-Hospital	Wuellner Str 101	48683	Ahaus	300
Klinik Fuer Plastische- Und	Zehnthofstr 6	75175	Pforzheim	5
Marien-Hospital Aachen	Zeise 4          1009	52066	Aachen	342
Zeisigwaldkliniken	Zeisigwaldstraße 80-101	9130	Chemnitz	388
Kinderhospital Altenburg	Zeitzer Strasse 28	4600	Altenburg	85
Krankenhaus Salem	Zeppelinstr 11-33	69121	Heidelberg	252
Rosmann-Krankenhaus	Zeppelinstr 37	79206	Breisach	105
Centralklinik Gmbh & Co Kg	Zerrennerstrasse 22-24	75172	Pforzheim	55
Frauenklinik	Ziegelbergstr.5	63739	Aschaffenburg	37
Kreiskrankenhaus Biberach	Ziegelhausstr 50	88400	Biberach	315
Krankenhaus St Elisabeth	Ziegelstrasse 38	89407	Dillingen	244
Kinderklinik Koenigsborn	Zimmerplatz 1	59425	Unna	90
Hafenkrankenhaus	Zirkusweg 11	20359	Hamburg	203
Krankenhaus Bethesda	Zollernring 26	89073	Ulm	90
Kath Krankenhaus	Zollernstrasse 40	44379	Dortmund	265
Frauenklinik Rheinfelden	Zollstrasse 2	79618	Rheinfelden	51
Psychiatrisches Krankenhaus	Zscherbener Strasse 11	6122	Halle	60
Staedt Kliniken	Zu den Rehwiesen 9	47055	Duisburg	635
Kliniken der Freien Hanse-	Züricher Straße 40	28325	Bremen	1171
Kreiskrankenhaus Riedlingen	Zwiefalter Str 62	88499	Riedlingen	172
Kliniken Hubertusburg		4779	Wermsdorf	385
Hellmuth-Ulrici-Klinik		16766	Sommerfeld	258
Kreiskrankenhaus Grimmen		18516	Bartmannshagen	211
Berufsgenossenschaftliches		21008	Hamburg	425
Tagesklinik für Psychisch		23730	Neustadt in Holstein	0
Ostseeklinik Damp GmbH		24351	Damp	357
Waldhof-Elgershausen Gmbh		35753	Greifenstein	106
Krankenhaus Rusteberg		37318	Marth (Thüringen)	0
Landeskrankenhaus		39599	Uchtspringe	562
St.-Josef-Stift		49774	Lähden	0
Nuklearmedizinische Klinik		52428	Jülich	18
Kosmas-Klinik		53474	Bad Neuenahr-Ahrweiler	4
Klinik Hochstraße 23		53474	Bad Neuenahr-Ahrweiler	42
Ahrtal-Klinik		53489	Sinzig	30
Fachklinik Wittichen		72275	Alpirsbach-Reinerzau	0
Klinik Dr. Wurl/Dr. Rosen-		74076	Heilbronn	27
Michael-Balint-Klinik		78126	Königsfeld	42
Klinik Kipfenberg GmbH		85110	Kipfenberg	76
Bezirkskrankenhaus		86156	Augsburg	80
Gefäßklinik Dr. Berg		89134	Blaustein	20
Bezirkskrankenhaus Parsberg		92331	Parsberg	40
Krankenhaus und Senioren-		92339	Beilngries	21
