Name	StrHausNr	PLZ	Ort	Bettenanzahl
Staedt Krankenhaus	Bodelschwinghstr.11	76829	Landau	231
Entzugsstation der Übergangs	Am Grünen Loch 2	35647	Waldsolms	8
St Johannes-Hospital	Billerbeckerstr 28	48341	Altenberge	60
Johanniter-Krankenhaus	Am Runden Berge	21502	Geesthacht	252
Rheuma Klinik	Bismarckstr 7	32545	Bad Oeynhausen	39
Rheuma Klinik	Bismarckstr 7	32545	Bad Oeynhausen	39
Schlossklinik Abtsee Gmbh	Abtsee 31	83410	Laufen	20
Städtisches Krankenhaus	Altenwalder Chaussee 10-12	27474	Cuxhaven	352
Auguste-Viktoria- und	Auguste-Viktoria-Allee 19-23	33175	Bad Lippspringe	350
DRK-Krankenhaus	Berliner Str.11	14169	Berlin	250
Paracelsus-Klinik	Bismarckhoehe	56130	Bad Ems	158
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Staedtisches Krankenhaus	Bachstrasse 57	88214	Ravensburg	100
Krankenhaus Burgstädt	Beethovenstraße 14	9217	Burgstädt	165
Kinderklinik Dritter Orden	Bischof-Altmann-Strasse 9	94032	Passau	90
Marienhospital	August-Bendler-Str 10-14	58332	Schwelm	113
Krankenhaus Paulinenstift	Borngasse 14	56355	Nastätten	104
Stadt-U Kreiskrankenhaus	Albert-Schweitzer-Str.10	95326	Kulmbach	420
Kneippsanatorium Jordanbad	-	88400	Biberach	44
Katharinen-Hospital	Bahnstr 26	47877	Willich	160
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Kreiskrankenhaus	Alleenstr 10	78532	Tuttlingen	321
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
St.-Anna-Stift	Annenstraße	49624	Löningen	150
Reha-Zentrum Fuer	Bergheimer Str 56 A	69115	Heidelberg	36
Unfallklinik	Auguste-Victoria-Straße 18	24103	Kiel	38
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Kreiskrankenhaus	Alleenstraße 10	78532	Tuttlingen	139
Evangelisches Krankenhaus	Alsterdorfer Straße 440	22299	Hamburg	203
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
St-Vincenz-Krankenhaus	Am Stein 24	58706	Menden	286
Krankenhaus Burgstädt	Beethovenstraße 14	9217	Burgstädt	165
St Anna-Krankenhaus	Albert-Magnus-Str 33	47259	Duisburg	385
Rheinische Landesklinik	Bergische Landstraße 2	40629	Düsseldorf	564
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
Priv.Nervenklinik	Bergstr 50	82131	Gauting	70
Privatklinik Dr. Steger	Bingstraße	90480	Nürnberg	35
Kreiskrankenhaus	Alleenstraße 10	78532	Tuttlingen	139
Deutsche Klinik	Aukammallee 33	65191	Wiesbaden	80
St Hedwig-Hospital	Ahornstr 33	45892	Gelsenkirchen	230
Kreiskrankenhaus	Alleenstraße 10	78532	Tuttlingen	139
Franziskus-Hospital	Alte Rothenfelder Straße 23	49124	Georgsmarienhütte	320
Mathildenhospital	Am Schlag 9	63654	Büdingen	172
Krankenhaus St.Elisabeth	Am Weinberg 19	36251	Bad Hersfeld	79
Kreiskrankenhaus	An Fronte Karl 1	76726	Germersheim	171
Marienkrankenhaus Gem Gmbh	Auguste-Viktoria-Allee 2	33175	Bad Lippspringe	115
Deutsches Herzzentrum	Augustenburger Platz 1	13353	Berlin	142
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
St Johannes-Hospital	An der Abtei 7-11	47166	Duisburg	630
St Marien-Hospital	Altstadtstr 23	44534	Lünen	593
Asklepios-Klinik	Am Hochkamp 21	23611	Bad Schwartau	80
Rheinische Landesklinik	Bergische Landstraße 2	40629	Düsseldorf	564
Staedt Krankenhaus	Arthur-Gruber-Strasse 70	71065	Sindelfingen	467
Knappschafts Krankenhaus	Am Deimelsberg 34 A	45276	Essen	274
Deutsche Diabetes	Auf M Hennekamp 65	40225	Düsseldorf	58
Kreiskrankenhs Wangen	Am Engelberg 29	88239	Wangen	273
St.-Joseph-Krankenhaus	Bäumerplan 24	12101	Berlin	497
William Harvey Klinik	Am Kaiserberg 6	61231	Bad Nauheim	86
Kreiskrankenhaus Bautzen	Am Stadtwall 3	2625	Bautzen	568
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Kreiskrankenhaus Nordenham	Albert-Schweitzer-Straße 43	26954	Nordenham	220
Tagesklinik Kieler Fenster	Alte Lübecker Chaussee 1	24114	Kiel	0
Klinik Am Hellweg	Am Flugplatz 12	33813	Oerlinghausen	160
Kreiskrankenhaus	Am Kleinen Ofenberg 1	34466	Wolfhagen	121
Kreiskrankenhaus Soemmerda	Bahnhofstrasse 36	99610	Sömmerda	460
Brk Rheuma-Zentrum	Am Markt 2	93077	Bad Abbach	257
Klinik St Barbara	Bei St Barbara 2	86150	Augsburg	95
Privatklinik Hartmann	Berliner Platz 6A	25524	Itzehoe	30
Kreiskrankenhaus Schotten	Aussenliegend 13	63679	Schotten	155
St.-Barbara-Hospital	Barbarastrasse 1	45964	Gladbeck	453
Duenkeloh-Klinik	Alleestr 105-107	42853	Remscheid	50
Asklepios-Klinik	Am Hochkamp 21	23611	Bad Schwartau	80
Tagesklinik Heide	Bahnhofstrasse 22 A	25746	Heide	0
Krankenhaus Burgstädt	Beethovenstraße 14	9217	Burgstädt	165
St Antonius-Hospital	Albers Allee 5-7	47533	Kleve	437
Kreiskrankenhaus	Am Bahnberg 5	31199	Diekholzen	150
Augenklinik	Am Kurpark 13-15	49214	Bad Rothenfelde	65
Krankenhaus Radewitz	An der Autobahn 1	17328	Grünz	60
Evang Krankenhaus	Andreasring 13-17	67547	Worms	208
St.-Willehad-Hospital	Ansgaristraße 12	26382	Wilhelmshaven	279
Kreiskrankenhaus	August-Bebel-Strasse 15	9669	Frankenberg	252
Kreiskrankenhaus	Am Griesberg 1	84347	Pfarrkirchen	207
Kreiskrankenhaus Herzberg	Anhalter Strasse 1	4916	Herzberg	237
Kreiskrankenhaus Plochingen	Am Aussichtsturm 5	73207	Plochingen	170
Kreiskrankenhaus	Am Griesberg 1	84347	Pfarrkirchen	207
Caritas-Krankenhaus	An der Heeresstr	66822	Lebach	241
Krankenanst Des Landkreises	Andreaestrasse 10	71665	Vaihingen	126
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
Kreiskrankenhaus	Am Plattenwald 1	74177	Bad Friedrichshall	447
DRK-Manniske-Krankenhaus	An der Wipper 2	6567	Bad Frankenhausen	237
Johanniter-Krankenhaus	Badergasse 2	14913	Jüterbog	113
Allgemeines Krankenhaus	Alphonsstraße 14	22043	Hamburg	620
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
St Antonius-Krankenhaus	Auf der Rahm 17	57537	Wissen	130
Krankenhaus	Balthasar-Neumann-Platz 5	97440	Werneck	85
Nervenklinik Krefeld-	Am Dreifaltigkeitskloster	47807	Krefeld	175
Kreiskrankenhaus	Alte Waibstadter Str.2	74889	Sinsheim	302
Deutsche Diabetes	Auf M Hennekamp 65	40225	Düsseldorf	58
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Katharinen-Hospital	Bahnstr 26	47877	Willich	160
Kreiskrankenhaus Nuertingen	Auf dem Saeer 2	72622	Nürtingen	468
St Elisabeth-Hospital	Am Krankenhaus 12	49497	Mettingen	79
Knappschafts Krankenhaus	Am Deimelsberg 34 A	45276	Essen	274
Kreiskrankenhaus	Am Espach 20	87727	Babenhausen	62
Kliniken Am Burggraben	Alte Vlothoer Str 47-49	32105	Bad Salzuflen	30
Kliniken Der Stadt	-	66111	Saarbrücken	853
Augenklinik	Am Kurpark 13-15	49214	Bad Rothenfelde	65
St Josef-Krankenhaus	Augustinusstr 23	41460	Neuss	300
Kreiskrankenhaus	Alte Waibstadter Str.2	74889	Sinsheim	302
Marienhospital	August-Bendler-Str 10-14	58332	Schwelm	113
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Fachklinik F Gemuets- U	Aarstr 17	56368	Katzenelnbogen	65
Fachklinik Fuer Neurologie	Akad Krkhs der Univers Ulm	88477	Schwendi	78
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Chirurgische Klinik	Alter Postplatz 2	71332	Waiblingen	44
Augenklinik	Am Kurpark 13-15	49214	Bad Rothenfelde	65
Kreiskrankenhaus Crivitz	Amtsstraße 1	19089	Crivitz	128
St Vincenz- Und	An der Goldgrube 11	55131	Mainz	458
St Vincenz- Und	An der Goldgrube 11	55131	Mainz	458
Staedt Krankenanstalten	An der Rosenhoehe 27	33647	Bielefeld	356
Staedtisches Krankenhaus	Ansbacher Str 131	91541	Rothenburg	168
St Hildegardis-Krankenhaus	Bachemerstr 29-33	50931	Köln	320
Nervenklinik Krefeld-	Am Dreifaltigkeitskloster	47807	Krefeld	175
Staedtisches Krankenhaus	Am Stadtgarten 10	78333	Stockach	70
St-Vincenz-Krankenhaus	Am Stein 24	58706	Menden	286
Kreis-U Stadtkrankenhaus	Am Schillerhain 1-8	95615	Marktredwitz	355
Staedt Krankenhaus	Arthur-Gruber-Strasse 70	71065	Sindelfingen	467
Krankenhaus	Annenstraße 15	27239	Twistringen	96
Franziskus-Hospital	Alte Rothenfelder Straße 23	49124	Georgsmarienhütte	320
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Deutsches Herzzentrum	Augustenburger Platz 1	13353	Berlin	142
St Hildegardis-Krankenhaus	Bachemerstr 29-33	50931	Köln	320
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Paracelsus-Klinik	Am Natruper Holz 69	49076	Osnabrück	350
St Hedwig-Klinik	A 2 5-7	68159	Mannheim	80
Stiftung Liebenau	-	88074	Meckenbeuren	40
St Antonius-Hospital	Albers Allee 5-7	47533	Kleve	437
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Privatklinik Dr.Amelung	Altkoenigstr.16	61462	Königstein	85
Heinz Kalk-Klinik	Am Gradierbau 2	97688	Bad Kissingen	86
Augenklinik	Am Kurpark 13-15	49214	Bad Rothenfelde	65
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Priessnitz-Klinik Mahlow	Arnold-Böcklin-Strasse 7	15831	Mahlow	80
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Kneippsanatorium Jordanbad	-	88400	Biberach	44
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
St Joseph-Hospital Laar	Ahrstrasse 100	47139	Duisburg	245
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
Zentrum Fuer Psychiatrie	Alexandrinenstr 1	44791	Bochum	145
St Josef-Krankenhaus	Alte-Koelner-Str 9	51688	Wipperfürth	258
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Franziskus-Hospital	Alte Rothenfelder Straße 23	49124	Georgsmarienhütte	320
Kreiskrankenhaus	Alte Waibstadter Str.2	74889	Sinsheim	302
St Marien-Hospital	Altstadtstr 23	44534	Lünen	593
Krankenhaus Maria Stern	Am Anger 1	53424	Remagen	183
St.-Vincenz-Krankenhaus	Am Busdorf 2-4	33098	Paderborn	556
Nervenklinik Krefeld-	Am Dreifaltigkeitskloster	47807	Krefeld	175
Spezialklinik	Am Eichberg	7407	Etzelbach	50
Heinz Kalk-Klinik	Am Gradierbau 2	97688	Bad Kissingen	86
St Elisabeth-Hospital	Am Krankenhaus 12	49497	Mettingen	79
St Elisabeth-Hospital	Am Krankenhaus 12	49497	Mettingen	79
Brk Rheuma-Zentrum	Am Markt 2	93077	Bad Abbach	257
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Johanniter-Krankenhaus	Am Runden Berge	21502	Geesthacht	252
Krankenhaus Maria-Hilf	Am Schoenschede 1	59929	Brilon	225
Krankenhaus Maria-Hilf	Am Schoenschede 1	59929	Brilon	225
Krankenhaus St.Elisabeth	Am Weinberg 19	36251	Bad Hersfeld	79
Klinik Oberwald Kg	An den Mühlwiesen 14-17	36355	Grebenhain	168
Klinik Oberwald Kg	An den Mühlwiesen 14-17	36355	Grebenhain	168
Krankenhaus Radewitz	An der Autobahn 1	17328	Grünz	60
Kreiskrankenhaus	An Fronte Karl 1	76726	Germersheim	171
Stadt Heilbronn	Am Gesundbrunnen 20	74078	Heilbronn	838
Westfälische Landesklinik	Agathastr.1	33098	Paderborn	240
Alfried Krupp Von Bohlen	Alfried-Krupp-Str 21	45131	Essen	560
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Kreiskrankenhaus	Am Bahnberg 5	31199	Diekholzen	150
Krankenhaus Eichhof	Am Eichberg 41	36341	Lauterbach	283
Kreiskrankenhs Isny	Am Engelberg 29	88239	Wangen	100
Staedtisches Krankenhaus	Am Stadtgarten 10	78333	Stockach	70
Krankenhaus St.Elisabeth	Am Weinberg 19	36251	Bad Hersfeld	79
Marienkrankenhaus	Amtfeld 19	76316	Malsch	31
Kreiskrankenhaus	Alleenstraße 10	78532	Tuttlingen	139
Johanna-Etienne-Krankenhaus	Am Hasenberg 46	41462	Neuss	400
Universitaetskliniken	-	66424	Homburg	1609
Kreiskrankenhaus	-	79822	Titisee-Neustadt	192
Bezirkskrankenhaus	-	91238	Engelthal	160
Klinikum Suhl	Albert-Schweitzer-Strasse 3	98527	Suhl	835
Klinik Dr Roemer	Altburger Weg 2	75365	Calw	82
Kreiskrankenhaus	Alte Waibstadter Str.2	74889	Sinsheim	302
Dominikus-Krankenhaus	Am Heerdter Krankenhaus 2	40549	Düsseldorf	400
Kreiskrankenhaus	Am Krankenhaus 5	24211	Preetz	198
Städtisches Krankenhaus	Am Leineufer 70	30419	Hannover	200
Lichtenau Orthopaedische	Am Muehlenberg	37235	Hessisch Lichtenau	30
Krankenhaus Maria-Hilf	Am Schoenschede 1	59929	Brilon	225
Stiftung Liebenau Kliniken	Am Vogelherd 4	88239	Wangen	125
Nephrologisches Zentrum	Am Vogelsang 105	34346	Hannoversch Münden	120
Kreis-U Stadtkrankenhaus	Am Schillerhain 1-8	95615	Marktredwitz	355
Klinikum Suhl	Albert-Schweitzer-Strasse 3	98527	Suhl	835
Vitalisklinik	Am Weinberg 3	36251	Bad Hersfeld	31
St-Vincenz-Krankenhaus	Am Stein 24	58706	Menden	286
Fachkrankenhaus Waldeck	-	18258	Schwaan	131
Kliniken Der Stadt	-	66111	Saarbrücken	853
Diabetes-Klinik	Am Klaubusch	29549	Bad Bevensen	125
St Josef-Krankenhaus	Adolfsstr 15	51373	Leverkusen	193
Klinikum Aschaffenburg	Am Hasenko	63739	Aschaffenburg	668
Städtisches Krankenhaus	Altenwalder Chaussee 10-12	27474	Cuxhaven	352
Kreiskrankenhaus Osterholz	Am Krankenhaus 4	27711	Osterholz-Scharmbeck	212
Kreiskrankenhs Wangen	Am Engelberg 29	88239	Wangen	273
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
Kreiskrankenhaus Bützow	Am Forsthof 11	18246	Bützow	135
Universitaetskliniken	-	66424	Homburg	1609
Kreiskrankenhs Wangen	Am Engelberg 29	88239	Wangen	273
Heilstaette Am Meissner	-	37235	Hessisch Lichtenau	92
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
Kreiskrankenhaus	Am Kaelblesrain 1-10	73430	Aalen	437
Lichtenau Ev	Am Mühlenberg	37235	Hessisch Lichtenau	150
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Bezirkskrankenhaus	Am Europakanal 71	91056	Erlangen	491
Kliniken Der Stadt	-	66111	Saarbrücken	853
Kreiskrankenhaus Westerwald	Alte Frankfurter-Str 12	57627	Hachenburg	215
Kreiskrankenhaus	Albert-Schweitzer-Str 10-20	64711	Erbach	285
Krankenhaus Maria Stern	Am Anger 1	53424	Remagen	183
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Niedersächsisches	-	37124	Rosdorf	176
Universitaetskliniken	-	66424	Homburg	1609
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
Klinik Loewenstein	-	74245	Löwenstein	270
Landesklinik	-	75365	Calw	473
Kreiskrankenhaus	-	79822	Titisee-Neustadt	192
Kreiskrankenhaus	-	79822	Titisee-Neustadt	192
Kneippsanatorium Jordanbad	-	88400	Biberach	44
Bezirkskrankenhaus	-	91238	Engelthal	160
Schlossklinik Abtsee Gmbh	Abtsee 31	83410	Laufen	20
Schlossklinik Abtsee Gmbh	Abtsee 31	83410	Laufen	20
Drk-Krankenhaus Diez	Adelheidstrasse 2	65582	Diez	175
Westfälische Landesklinik	Agathastr.1	33098	Paderborn	240
Vitusstift Fachklinik	Ahlhorner Straße 22	49429	Visbek	20
St Anna-Krankenhaus	Albert-Magnus-Str 33	47259	Duisburg	385
Alexianer-Krankenhaus	Alexianerweg 9	48163	Münster	130
Alfried Krupp Von Bohlen	Alfried-Krupp-Str 21	45131	Essen	560
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Tagesklinik Kieler Fenster	Alte Lübecker Chaussee 1	24114	Kiel	0
Tagesklinik Kieler Fenster	Alte Lübecker Chaussee 1	24114	Kiel	0
Krankenhaus Pfullendorf	Alte Postgasse 1	88630	Pfullendorf	148
Privatklinik Dr.Amelung	Altkoenigstr.16	61462	Königstein	85
St.-Vincenz-Krankenhaus	Am Busdorf 2-4	33098	Paderborn	556
Kreiskrankenhaus	Am Espach 20	87727	Babenhausen	62
Kreiskrankenhaus	Am Espach 20	87727	Babenhausen	62
Alexianer-Krankenhaus	Alexianergraben 33	52064	Aachen	205
Klinik Poppenbüttel	Alte Landstraße 284	22339	Hamburg	87
Städtische Kliniken	Am Finkenhügel 1	49076	Osnabrück	583
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Alexianer-Krankenhaus	Alexianergraben 33	52064	Aachen	205
Nervenklinik Krefeld-	Am Dreifaltigkeitskloster	47807	Krefeld	175
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
Landesklinik	-	75365	Calw	473
Kreiskrankenhs Bad Waldsee	Am Engelberg 29	88239	Wangen	145
St Antoniuskrankenhaus	-	56588	Waldbreitbach	162
Nordwest-Krankenhaus	-	26452	Sande	430
Kreiskrankenhaus	Alvesloher Straße 27	24568	Kaltenkirchen	208
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
St Marien-Hospital	Altstadtstr 23	44534	Lünen	593
Universitaetskliniken	-	66424	Homburg	1609
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
Fachklinik Fuer Neurologie	Akad Krkhs der Univers Ulm	88477	Schwendi	78
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
Kreiskrankenhaus	Albert-Schweitzer-Str 10-20	64711	Erbach	285
Klinik Fuer Orthopaedie	Alexanderstr 5-7 A	70184	Stuttgart	93
Universitaetskliniken	-	66424	Homburg	1609
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
Klinik Fuer Orthopaedie	Alexanderstr 5-7 A	70184	Stuttgart	93
Städtisches Krankenhaus	Altenwalder Chaussee 10-12	27474	Cuxhaven	352
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Kreiskrankenhaus	Albert-Schweitzer-Str 10-20	64711	Erbach	285
Klinik Dr Roemer	Altburger Weg 2	75365	Calw	82
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Kreiskrankenhaus Elmshorn	Agnes-Karll-Allee	25337	Elmshorn	316
Ev. Krankenhaus	Albert-Rohloff-Straße 2	37581	Bad Gandersheim	171
St.- Alexius-Krankenhaus	Alexianerplatz 1	41464	Neuss	454
St Anna-Krankenhaus	Albert-Magnus-Str 33	47259	Duisburg	385
Kreiskrankenhaus	Albert-Schweitzer-Str 10-20	64711	Erbach	285
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
St Hedwig-Klinik	A 2 5-7	68159	Mannheim	80
Fachklinik F Gemuets- U	Aarstr 17	56368	Katzenelnbogen	65
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
Landesfachkrankenhaus	Alexander-Puschkin-Str 17	99734	Nordhausen	346
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Kreiskrankenhaus	Achdorfer Weg 3	84036	Landshut	367
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Kreiskrankenhaus	-	79822	Titisee-Neustadt	192
Stiftung Liebenau	-	88074	Meckenbeuren	40
Niedersächsisches	-	37124	Rosdorf	176
Kliniken Der Stadt	-	66111	Saarbrücken	853
Kreiskrankenhaus	Albert-Schweitzer-Str 90	91710	Gunzenhausen	220
Kreiskrankenhaus	Achdorfer Weg 3	84036	Landshut	367
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
Hess Bruederhaus Ev	-	34613	Schwalmstadt	90
Ev. Krh. Ludwigsfelde-Teltow	Albert-Schweitzer-Straße 42-44	14974	Ludwigsfelde	295
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
Stadt-U Kreiskrankenhaus	Albert-Schweitzer-Str.10	95326	Kulmbach	420
Nordwest-Krankenhaus	-	26452	Sande	430
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Priv Klinik Dr Steib	Adelheidstr 18	61462	Königstein	34
St Joseph-Hospital Laar	Ahrstrasse 100	47139	Duisburg	245
Kreiskrankenhaus Tauber-	Albert-Schweitzer-Str 37	97941	Tauberbischofsheim	265
Kliniken Der Stadt	-	66111	Saarbrücken	853
St Antonius-Hospital	Albers Allee 5-7	47533	Kleve	437
Kreiskrankenhaus	Albert-Schweitzer-Straße 10	48527	Nordhorn	392
Klinik Loewenstein	-	74245	Löwenstein	270
Schlossklinik Abtsee Gmbh	Abtsee 31	83410	Laufen	20
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Waldkrankenhaus Dalkingen	-	73492	Rainau	38
St Hedwig-Klinik	A 2 5-7	68159	Mannheim	80
Fachkrankenhaus Waldeck	-	18258	Schwaan	131
Vitusstift Fachklinik	Ahlhorner Straße 22	49429	Visbek	20
Schlossklinik Abtsee Gmbh	Abtsee 31	83410	Laufen	20
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Niedersächsisches	-	37124	Rosdorf	176
Dreifaltigkeits-Krankenhaus	Aachenerstr 445-449	50931	Köln	145
St Josef-Krankenhaus	Adolfsstr 15	51373	Leverkusen	193
Heilstaette Am Meissner	-	37235	Hessisch Lichtenau	92
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Klinik F Kinder U Jugend-	-	64560	Riedstadt	70
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Niedersächsisches	-	37124	Rosdorf	176
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Klinik Loewenstein	-	74245	Löwenstein	270
Landeswohlfahrtsverb Hessen	-	64560	Riedstadt	421
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Universitaetskliniken	-	66424	Homburg	1609
Niedersächsisches	-	37124	Rosdorf	176
Kliniken Der Stadt	-	66111	Saarbrücken	853
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	430
Nordwest-Krankenhaus	-	26452	Sande	430
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Landeswohlfahrtsverb Hessen	-	34308	Bad Emstal	0
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Krankenhaus Erlabrunn	-	8349	Erlabrunn	494
Krankenhaus Stift Betlehem	-	19288	Ludwigslust	328
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Sächsisches Krankenhaus	-	4720	Westewitz über Döbeln	145
Fachkrankenhaus Fur	-	2708	Großschweidnitz	352
